Country,Origin,Total Deaths,Total Damages ('000 US$)
Bolivia (Plurinational State of),NA,27,NA
Bolivia (Plurinational State of),"El Nino, dry ecosystem, high temperatures and lon period withoit rainfall",NA,NA
Brazil,NA,3,NA
Brazil,NA,123,NA
Botswana,NA,2,NA
Central African Republic,NA,NA,NA
Canada,Snowmelt,NA,NA
Chile,NA,NA,NA
China,NA,10,23000
China,NA,4,NA
China,NA,6,NA
China,NA,40,492000
China,NA,30,NA
China,NA,NA,NA
China,NA,8,NA
China,Heavy rains,3,19000
China,Torrential rain,20,42000
China,Heavy rain,3,NA
China,Heavy rainstorms,19,102000
China,NA,12,NA
China,NA,19,NA
China,Heavy rains,277,NA
China,Torrential rains,15,NA
China,NA,12,824000
China,NA,NA,NA
China,NA,NA,234000
Côte d’Ivoire,NA,6,NA
Côte d’Ivoire,NA,44,NA
Congo (the),NA,1,NA
Congo (the),NA,25,NA
Colombia,NA,12,NA
Colombia,NA,NA,NA
Colombia,NA,NA,NA
Colombia,Heavy rains,76,NA
Colombia,Heavy rains,27,NA
Cuba,Torrential rains (cold front winter season),NA,NA
Cuba,NA,NA,NA
Cayman Islands (the),NA,NA,NA
Czech Republic (the),NA,2,50000
Germany,NA,1,NA
Egypt,NA,98,NA
Eritrea,NA,NA,NA
Ethiopia,Heavy seasonal rains,5,NA
Ethiopia,Heavy rains,29,NA
Ethiopia,Heavy rains,11,NA
Ethiopia,NA,20,NA
France,NA,3,80000
France,NA,2,NA
Micronesia (Federated States of),NA,NA,NA
United Kingdom of Great Britain and Northern Ireland (the),Heavy rain,NA,NA
Ghana,NA,NA,NA
Guinea,NA,NA,NA
Gambia (the),NA,NA,NA
Gambia (the),NA,NA,NA
Guinea-Bissau,NA,NA,NA
Guinea-Bissau,"Basic infrastructure inefficient, water quality and sanitation poor",221,NA
Guatemala,Heavy rain,27,NA
Guyana,Heavy rain,NA,NA
Hong Kong,NA,NA,NA
Hong Kong,NA,2,380
Honduras,NA,NA,NA
Hungary,NA,17,NA
Indonesia,NA,3,NA
Indonesia,NA,2,NA
Indonesia,NA,6,NA
Indonesia,NA,NA,NA
Indonesia,Heavy rain,14,NA
Indonesia,Heavy rain,NA,NA
Indonesia,Heavy rains,NA,NA
Indonesia,Heavy rain,3,NA
Indonesia,Heavy rain,3,653
Indonesia,Heavy rain,NA,NA
Indonesia,Monsoonal rains,16,1080
Indonesia,NA,5,NA
Indonesia,Heavy rain,24,NA
Indonesia,NA,21,NA
India,Tropical cyclone Nisha,54,NA
India,NA,NA,NA
India,Heavy monsoonal rain,74,NA
India,Monsoonal rain,142,NA
India,Heavy snow fall,37,NA
India,NA,70,NA
France,NA,11,3200000
India,NA,96,NA
Bangladesh,NA,190,270000
Brazil,Heavy rain,56,550000
China,NA,15,66000
China,NA,52,625000
Afghanistan,NA,19,NA
Afghanistan,Snow melt,39,20000
Austria,Heavy rains,1,200000
Brazil,Heavy rains,16,NA
Colombia,Heavy rains,23,NA
Costa Rica,NA,31,200000
Honduras,NA,7,100000
Indonesia,Incessant rains,18,NA
Fiji,Heavy rains,12,43247
Brazil,Heavy rain,4,NA
Indonesia,Heavy rain,64,NA
India,NA,15,NA
Australia,NA,180,1300000
Australia,NA,1,60000
Australia,NA,NA,NA
Central African Republic,NA,3,NA
Gabon,NA,NA,NA
Afghanistan,NA,22,NA
Afghanistan,NA,10,NA
Angola,Heavy rains,2,NA
Angola,Heavy rains,60,NA
Angola,"Flood, poor clean water supply and sanitation systems",9,NA
Argentina,Brief torrential rain,4,15000
Argentina,NA,6,NA
Burundi,Heavy rains,NA,NA
Benin,NA,NA,NA
Burkina Faso,NA,389,NA
Bangladesh,NA,7,NA
Bosnia and Herzegovina,NA,1,NA
Bosnia and Herzegovina,Heavy rains,NA,NA
Bolivia (Plurinational State of),Havy rains,NA,NA
Brazil,NA,23,NA
Bhutan,NA,12,NA
Botswana,NA,NA,NA
Botswana,Heavy rains,NA,NA
Central African Republic,NA,NA,NA
Canada,Ice Jam/break-up,NA,NA
China,NA,NA,3100
China,Heavy rains,49,NA
China,Heavy rains,11,NA
China,NA,72,NA
Côte d’Ivoire,Heavy rains,27,NA
Cook Islands (the),NA,NA,NA
Colombia,NA,NA,NA
Comoros (the),NA,2,NA
Czech Republic (the),Heavy rain,13,150000
Germany,Heavy rains,NA,20000
Dominican Republic (the),Heavy rains,2,44000
Dominican Republic (the),Heavy rain,5,8403
Algeria,Heavy rains,33,NA
Ecuador,Heavy rains,3,NA
Spain,NA,14,1900000
France,NA,3,NA
Guatemala,NA,36,NA
Guatemala,Heavy rains,NA,NA
Haiti,Heavy rain,11,NA
Indonesia,NA,5,10000
Indonesia,NA,NA,9000
Indonesia,Heavy rains,15,NA
Japan,NA,9,12500000
Peru,NA,593,600000
Russian Federation (the),NA,2,420000
Mexico,Heavy rain,22,3000000
United States of America (the),Heavy rains,26,700000
Mexico,NA,5,NA
Martinique,NA,1,300000
Nicaragua,NA,188,NA
Oman,NA,76,3900000
Philippines (the),NA,7,492
Philippines (the),NA,8,NA
Philippines (the),NA,29,5000
Philippines (the),NA,20,1000
Philippines (the),NA,11,260
Tajikistan,NA,11,NA
Taiwan (Province of China),NA,18,35000
United States of America (the),NA,17,1000000
Pakistan,NA,242,1620000
United States of America (the),NA,12,350000
United States of America (the),NA,23,2000000
Japan,NA,5,60000
Korea (the Democratic People's Republic of),Heavy rains,610,300000
United States of America (the),Heavy rain,8,NA
Slovenia,NA,6,292000
Jamaica,NA,4,300000
Japan,Heavy rains,2,NA
Kenya,Heavy rains,4,NA
Kyrgyzstan,Heavy rain and snowmelt,NA,200
Sri Lanka,Heavy rain,15,50
Myanmar,NA,NA,NA
Nicaragua,Heavy rains,10,NA
Nepal,Monsoonal rain,214,2400
Pakistan,Heavy rain,22,NA
Philippines (the),Tropical storm Lando,11,2520
Philippines (the),Heavy rain,20,NA
Rwanda,Heavy rain,20,NA
Tajikistan,Heavy rain and snowmelt,1,NA
Uganda,Heavy rain,29,71
Mexico,Heavy rains,16,NA
Kenya,heavy rain,13,NA
Myanmar,Heavy rain,NA,NA
Somalia,Heavy rain,4,NA
Thailand,Monsoonal rain,3,NA
United States of America (the),NA,5,300000
India,Heavy rains,40,NA
Mali,NA,9,NA
Malawi,Torrential rain,NA,NA
Pakistan,Monsoonal rain,228,NA
Romania,NA,2,NA
Romania,NA,3,NA
Ukraine,NA,NA,NA
United States of America (the),Brief torrential rain,4,NA
Swaziland,NA,2,NA
United States of America (the),NA,8,2500000
United States of America (the),NA,4,300000
Romania,NA,30,NA
Italy,NA,6,NA
Macedonia (the former Yugoslav Republic of),NA,NA,NA
Turkey,NA,3,NA
Iran (Islamic Republic of),NA,12,NA
Japan,NA,4,NA
Japan,NA,4,1000000
Korea (the Republic of),NA,20,70000
Saint Lucia,NA,1,40000
Mexico,NA,9,600000
Mexico,NA,NA,NA
Philippines (the),Heavy rain,3,492
Philippines (the),NA,2,NA
Philippines (the),NA,1,NA
Papua New Guinea,Tropical cyclone Cuba,172,NA
Puerto Rico,NA,1,NA
Korea (the Democratic People's Republic of),NA,NA,NA
El Salvador,NA,NA,NA
United States of America (the),NA,10,NA
United States of America (the),NA,7,NA
Viet Nam,NA,96,191000
Lesotho,NA,NA,NA
Moldova (the Republic of),High temperature and low rainfall,NA,406000
Mozambique,"Drought, cyclone et inondations",NA,NA
Swaziland,NA,NA,NA
United States of America (the),NA,22,NA
United States of America (the),NA,24,500000
India,NA,72,NA
Iran (Islamic Republic of),Brief torrential rain,12,22000
Iraq,NA,24,NA
Italy,NA,11,NA
Jamaica,NA,1,NA
Japan,NA,NA,NA
Japan,NA,62,NA
Kenya,Heavy rain,2,NA
Kenya,Heavy rains,20,NA
Cambodia,Monsoonal rain,2,1000
Cambodia,NA,182,NA
Korea (the Republic of),Typhoon Nari,3,NA
Lebanon,NA,1,NA
Liberia,NA,NA,NA
Liberia,heavy rain,1,NA
Saint Lucia,NA,NA,NA
Sri Lanka,Heavy rains,NA,NA
Maldives,High tides,NA,NA
Mexico,"Heavy rain, Hurricane Felix",NA,NA
Mexico,NA,6,NA
Macedonia (the former Yugoslav Republic of),Heat waves,1,NA
Mali,Heavy rain,9,NA
Myanmar,Heavy rain,5,NA
Myanmar,Monsoonal rain,NA,NA
Myanmar,NA,30,NA
Mozambique,Heavy rains,NA,NA
Mozambique,NA,78,NA
Mozambique,Heavy rains,20,100000
Mauritania,Heavy rains,2,NA
Mauritania,heavy rain,1,NA
Martinique,NA,1,NA
Malawi,NA,NA,NA
Malawi,Heavy rains,NA,NA
Malaysia,Monsoonal rain,29,363000
Malaysia,NA,56,NA
Niger (the),Heavy rains,7,NA
Nigeria,Heavy rain,68,NA
Nigeria,NA,200,NA
Nigeria,NA,17,NA
Nigeria,Heavy rain,6,NA
Pakistan,Brief torrential rain,22,NA
Pakistan,Storm,44,327118
Pakistan,Heavy rain,130,NA
Pakistan,Torrential rain,80,NA
Panama,Heavy rains,2,NA
Peru,NA,67,NA
Philippines (the),NA,NA,NA
Philippines (the),NA,NA,NA
Philippines (the),Continuous rain,NA,NA
Philippines (the),Tropical storm Peipah,8,2971
Philippines (the),NA,NA,NA
Poland,NA,13,NA
Paraguay,"Tradition of burning crop fields, drought and lack of rain",8,30000
Romania,Heavy rains,7,NA
Romania,NA,38,NA
Russian Federation (the),"Snowmelt, Ice jam/break-up",NA,25752
Sudan (the),Heavy rains,150,300000
Sudan (the),NA,430,NA
Sudan (the),NA,96,NA
Sudan (the),NA,58,NA
Senegal,Heavy rain,8,NA
Senegal,NA,16,NA
Sierra Leone,Hravy rain,NA,NA
El Salvador,Heavy rains,2,NA
Somalia,Heavy rain,21,NA
Somalia,NA,1133,NA
Canary Is,NA,NA,NA
Slovakia,NA,1,NA
Chad,heavy rain,12,NA
Chad,Heavy rain,3,NA
Chad,NA,14,NA
Togo,Heavy rains,41,NA
Thailand,Heavy rain,NA,NA
Thailand,Monsoonal rain,10,NA
Thailand,Heavy rains,2,1500
Tajikistan,NA,16,NA
Tajikistan,NA,21,NA
Tunisia,Heavy rains,16,NA
Tunisia,Heavy rains,NA,NA
Turkey,Heavy rain,13,NA
Turkey,Heavy rain,2,NA
Turkey,Heavy rains,1,NA
Taiwan (Province of China),Heavy rain,NA,25000
"Tanzania, United Republic of",NA,10,NA
Uganda,Heavy rains,4,NA
Uganda,NA,36,NA
Uganda,"low latrine coverage, contamination water, poor hygiene practices in IDP camps",96,NA
Uruguay,Heavy rain,2,45000
Uruguay,NA,NA,NA
United States of America (the),Heavy rain,8,NA
United States of America (the),Heavy rain,10,28000
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,315000
United States of America (the),Lack of precipitation,NA,300000
Viet Nam,Tropical storm,74,130000
Viet Nam,Typhoon Peipah,55,350000
Viet Nam,Heavy rains,15,10000
Viet Nam,Heavy rain,83,300000
Viet Nam,NA,27,NA
Viet Nam,Heavy rain,3,NA
Yemen,Earthquake,6,NA
Yemen,Heavy rain,50,NA
Sri Lanka,NA,9,NA
Mexico,NA,2,75000
Philippines (the),NA,644,284694
Taiwan (Province of China),NA,26,16000
Viet Nam,NA,162,120000
Viet Nam,NA,46,63000
Nepal,"Early monsoon, dam break",65,29
United States of America (the),Heavy rains,2,NA
United States of America (the),NA,7,1600000
United States of America (the),"Cold front meeting warm, moist air",22,700000
Lesotho,NA,NA,NA
Philippines (the),NA,64,99174
Taiwan (Province of China),NA,22,26400
United States of America (the),NA,59,1300000
United States of America (the),NA,2,450000
Jamaica,NA,12,66198
Iran (Islamic Republic of),NA,28,NA
United States of America (the),NA,NA,1200000
Italy,NA,4,NA
Italy,NA,2,NA
Japan,NA,23,167000
Japan,NA,1,110000
Kenya,Heavy rains,17,NA
Lao People's Democratic Republic (the),Tropical Storm Kammuri,6,NA
Sri Lanka,Monsoonal rain,25,NA
Sri Lanka,Monsoonal rain,8,NA
Malaysia,Heavy rains,NA,NA
Nicaragua,Heavy rains,13,NA
Nepal,Heavy rains,50,NA
Pakistan,NA,166,10000
Panama,Heavy rains,12,10000
Peru,"Heavy rains, El Nina and El Nino",40,NA
Philippines (the),Heavy rains,63,30733
Philippines (the),NA,37,7420
Portugal,Heavy rains,2,NA
Venezuela (Bolivarian Republic of),Heavy rains,8,NA
Viet Nam,Storm and heavy vrain,29,4000
Viet Nam,Heavy rains,16,NA
Viet Nam,Heavy rains,99,479000
United States of America (the),Rain and snowmelt,18,2000
United States of America (the),NA,24,10000000
Paraguay,NA,NA,NA
Italy,Heavy rain,3,278000
Moldova (the Republic of),NA,3,NA
Rwanda,Heavy rains,NA,NA
Swaziland,NA,NA,NA
Ukraine,Heavy rains and thunderstorms,38,1000000
Madagascar,NA,12,NA
Madagascar,NA,93,60000
Myanmar,NA,138366,4000000
Philippines (the),NA,10,40
Philippines (the),NA,2,NA
Philippines (the),NA,19,NA
Philippines (the),NA,1,280
Philippines (the),NA,2,147
Romania,NA,NA,NA
Turks and Caicos Islands (the),NA,4,NA
Turks and Caicos Islands (the),NA,NA,NA
Thailand,NA,NA,NA
Thailand,NA,NA,NA
Taiwan (Province of China),NA,2,10000
Taiwan (Province of China),NA,3,90000
United States of America (the),NA,12,180000
United States of America (the),NA,82,30000000
Viet Nam,NA,18,6500
Viet Nam,NA,11,NA
Viet Nam,NA,17,1000
Madagascar,NA,NA,NA
Mozambique,Lack of rains and increase of food prices,NA,NA
Somalia,NA,NA,NA
Tajikistan,"Severe winter storm, locust infestation, increase in food and fuel cost",NA,NA
Uganda,Lack of rains,NA,NA
Tajikistan,NA,NA,840000
El Salvador,NA,30,NA
Yemen,Tropical storm (level 3),90,400000
India,Heavy rain,37,2000
Iran (Islamic Republic of),NA,NA,NA
Iran (Islamic Republic of),NA,6,NA
Iran (Islamic Republic of),Torrential rain,19,NA
Iran (Islamic Republic of),Torrential rain,3,NA
Iraq,NA,4,NA
Iraq,NA,11,NA
Jamaica,NA,1,NA
Japan,Torrential rain,5,NA
Japan,NA,47,NA
Kazakhstan,Heavy rain and snowmelt,1,130000
Kenya,Heavy rain,3,NA
Kenya,Heavy rain,NA,NA
Kenya,NA,16,NA
Kenya,Hevay rains,17,NA
Kenya,Heavy rains,10,NA
Kenya,NA,43,NA
Kenya,Poor November rain,4,NA
Kenya,Heavy rain,2,NA
Kyrgyzstan,NA,NA,NA
Kyrgyzstan,NA,74,NA
Kiribati,NA,NA,NA
Korea (the Republic of),NA,10,NA
Liberia,NA,NA,NA
Sri Lanka,Tropical cyclone Nisha,15,NA
Morocco,Torrential rain,30,NA
Morocco,Heavy rains,9,NA
Madagascar,NA,NA,NA
Madagascar,NA,20,NA
Mexico,Heavy rains,12,NA
Mexico,NA,22,NA
Marshall Islands (the),NA,NA,NA
Mali,NA,NA,NA
Mongolia,NA,52,NA
Mongolia,NA,NA,NA
Mozambique,Heavy rain,25,NA
Mozambique,NA,9,20000
Mozambique,NA,155,NA
Mozambique,NA,49,NA
Malawi,Heavy rains,NA,NA
Malawi,NA,113,NA
Malaysia,Heavy rain,NA,NA
Namibia,Heavy rains,42,NA
Namibia,NA,9,NA
Niger (the),Heavy rains,7,NA
Niger (the),NA,111,NA
Niger (the),NA,62,NA
Nigeria,Dirty water,97,NA
Nigeria,"Unhygienic conditions, water",35,NA
Nigeria,NA,46,NA
Nicaragua,Tropical Depression 16,4,NA
Nicaragua,NA,13,NA
Netherlands (the),NA,NA,NA
Norway,NA,NA,NA
Pakistan,NA,10,NA
Pakistan,"Torrential rain, Monsoon",36,103000
Pakistan,Heavy monsoon rains,37,NA
Panama,Low pressure system,16,NA
Philippines (the),NA,1,NA
Philippines (the),Heavy rain (Tail-end of a cold front),10,4088
Philippines (the),Heavy rains,29,NA
Philippines (the),Tropical Depression Julian,NA,NA
Philippines (the),NA,NA,446
Philippines (the),Heavy rains,7,173
Philippines (the),NA,6,4137
Philippines (the),Heavy rains,24,NA
Philippines (the),NA,1,16000
Philippines (the),NA,38,33870
Philippines (the),NA,1,NA
Papua New Guinea,Low depression,NA,NA
Papua New Guinea,NA,NA,NA
Papua New Guinea,NA,10,NA
Poland,NA,2,50000
Poland,NA,82,NA
Portugal,NA,NA,NA
Paraguay,NA,NA,NA
Paraguay,NA,8,NA
Paraguay,NA,NA,NA
Paraguay,Prolonged dry spelle and hig temperatures,4,NA
"Palestine, State of",NA,NA,NA
Romania,Heavy rains,5,NA
Romania,NA,43,NA
Russian Federation (the),NA,13,NA
Rwanda,NA,36,NA
Sudan (the),NA,3,NA
Sudan (the),NA,12,NA
Senegal,Heavy rains,1,NA
Sierra Leone,NA,170,NA
El Salvador,Tropical Depression 16,NA,NA
Somalia,Heavy rains,NA,NA
Somalia,NA,13,NA
Suriname,Heavy rains,2,NA
Syrian Arab Republic,NA,NA,NA
Turks and Caicos Islands (the),NA,NA,500000
Chad,Heavy seasonal rains,NA,NA
Chad,NA,NA,NA
Chad,NA,22,NA
Togo,Torrential rains,6,NA
Togo,NA,6,NA
Thailand,Heavy rains,21,11500
Thailand,Heavy rains,NA,344
Thailand,Monsoonal rain,18,16000
Thailand,NA,NA,NA
Turkey,"Drought, high winds, heat waves, human factors",2,NA
Taiwan (Province of China),NA,1,NA
"Tanzania, United Republic of",Heavy rains,1,NA
"Tanzania, United Republic of",NA,NA,NA
"Tanzania, United Republic of",NA,NA,NA
"Tanzania, United Republic of",Heavy rains,72,NA
Uganda,Heavy rains,49,NA
Uganda,Combined effect of the rainy season and limited access to potable water and poor sanitation facilities,28,NA
Ukraine,NA,5,NA
United States of America (the),NA,4,600000
United States of America (the),NA,3,1100000
United States of America (the),NA,NA,110000
United States of America (the),NA,5,360000
United States of America (the),NA,NA,NA
United States of America (the),NA,NA,NA
United States of America (the),Heavy rains,NA,NA
United States of America (the),NA,12,1000000
United States of America (the),NA,43,7000000
United States of America (the),NA,7,160000
United States of America (the),"Lightening, drought, wind",1,102000
United States of America (the),NA,NA,2000000
Viet Nam,Heavy rains,4,NA
Viet Nam,Heavy rain,9,NA
Vanuatu,NA,NA,NA
South Africa,NA,5,NA
Philippines (the),NA,29,25810
Philippines (the),NA,77,30342
United States of America (the),NA,9,1700000
Italy,NA,295,2500000
Italy,NA,3,NA
Philippines (the),NA,33,6354
Solomon Islands,Heavy rain,21,NA
Tajikistan,Heavy rainfall,21,1000
United States of America (the),Heavy rain,NA,NA
Vanuatu,Heavy rains,NA,NA
Morocco,Heavy rains,24,NA
Madagascar,NA,12,NA
Madagascar,NA,NA,NA
Mozambique,NA,NA,3000
Romania,NA,NA,NA
India,NA,120,NA
Kenya,Poor sanitation and hygiene,201,NA
Liberia,NA,NA,NA
Madagascar,NA,15,5000
Mali,NA,10,NA
Mozambique,NA,NA,NA
Namibia,Heavy rains,92,NA
Niger (the),NA,169,NA
Nigeria,NA,1701,NA
Pakistan,Heavy rain,14,NA
Peru,Heavy rains,20,NA
Peru,NA,33,NA
Peru,Heavy rains,33,NA
Philippines (the),NA,NA,5
Philippines (the),Heavy rains,NA,NA
Philippines (the),Heavy rains,NA,NA
Philippines (the),Continuous rains,NA,NA
Philippines (the),NA,NA,NA
Philippines (the),Heavy rains,10,NA
Papua New Guinea,Heavy rain,19,NA
Poland,Heavy rains,1,100000
Romania,Snowmelt,11,NA
Chad,NA,102,NA
Turkey,High temperatures,11,NA
"Tanzania, United Republic of",NA,NA,NA
United States of America (the),"Snowmelt, hevay rain",2,166000
United States of America (the),Heavy rain,NA,NA
United States of America (the),NA,58,1100000
United States of America (the),Record temperatures and strong winds,NA,100000
South Africa,NA,18,NA
Timor-Leste,Intense monsoonal activity,NA,NA
Congo (the Democratic Republic of the),Heavy rain,32,NA
Timor-Leste,Heavy rains,1,NA
Montenegro,Heavy rain and melting snow,NA,NA
Zimbabwe,Heavy rains,3,NA
Serbia,NA,NA,NA
Zimbabwe,NA,NA,NA
South Africa,NA,22,NA
South Africa,Heavy rain and storms,NA,NA
South Africa,Drought situation,26,NA
Congo (the Democratic Republic of the),NA,166,NA
Zambia,Heavy rains,10,NA
Zimbabwe,Heavy rains,24,NA
Zimbabwe,NA,67,NA
Serbia,Heavy rain and melting snow,NA,NA
Timor-Leste,NA,NA,NA
Congo (the Democratic Republic of the),Torrential rains,15,NA
South Africa,Heavy rains,11,1264
South Africa,NA,34,430000
South Africa,NA,65,NA
Congo (the Democratic Republic of the),NA,10,NA
Congo (the Democratic Republic of the),NA,11,7000
Zambia,NA,4,NA
Zambia,NA,173,NA
Zimbabwe,NA,4276,NA
South Sudan,Heavy rain,NA,NA
South Sudan,NA,17,NA
South Sudan,NA,NA,NA
China,NA,11,108000
China,NA,8,1415594
Indonesia,NA,1195,2200000
Brazil,Heavy rains,74,145000
Spain,NA,6,NA
Austria,NA,NA,500000
Bangladesh,Torrential rain,6,NA
Brazil,NA,4,NA
Brazil,Torrential rain,3,NA
China,Heavy rain,90,1000000
China,Heavy rains,12,NA
China,Heavy rains,20,33000
Cabo Verde,NA,3,NA
Haiti,Heavy rains,NA,NA
Haiti,Heavy rains,10,NA
Indonesia,NA,128,160000
India,Heavy rains,70,64000
Iraq,NA,2,NA
American Samoa,NA,34,NA
India,Torrential rain,20,NA
Switzerland,NA,NA,1000000
India,NA,32,NA
Botswana,NA,NA,NA
Ghana,Heavy rains,16,NA
Argentina,Lack of rain,NA,NA
China,NA,13,295001
China,NA,9,7000
Fiji,NA,2,13300
United Kingdom of Great Britain and Northern Ireland (the),NA,2,NA
India,NA,20,NA
China,Low precipitations,NA,3600000
Burundi,Failed rains,NA,NA
Ethiopia,Poor rainfall,NA,NA
Guatemala,El Nino,NA,NA
Honduras,La Nina,NA,NA
South Africa,Heavy rain,3,NA
Zambia,Heavy rain,31,NA
Serbia,NA,NA,NA
Afghanistan,Heavy rains,11,NA
Angola,Heavy rain,NA,NA
Angola,NA,107,NA
Albania,NA,NA,NA
Albania,"Heavy rains, melting snow",NA,NA
Argentina,NA,10,NA
Argentina,Heavy rains,7,NA
Argentina,Heavy rains,2,NA
Australia,Tropical cyclone Laurence,NA,NA
Australia,Hevay rains and two cylones Ellie and Charlotte,7,150000
Australia,NA,347,NA
Austria,Heavy rains,NA,NA
Austria,NA,2,NA
Azerbaijan,Heavy rain,NA,NA
Benin,Heavy rain,7,NA
Benin,Continuous rainfall and opening of Nagbéto dam in Togo,3,NA
Burkina Faso,NA,NA,NA
Burkina Faso,Heavy rain,9,150000
Bangladesh,Heavy rain,10,NA
Bangladesh,NA,135,NA
Bangladesh,NA,NA,NA
Bosnia and Herzegovina,Heavy rain,NA,NA
Brazil,Torrential rains,NA,NA
Brazil,Torrential rain,11,50000
Brazil,Intense rainfall,NA,NA
Bhutan,NA,11,NA
Central African Republic,Heavy rains,1,NA
Canada,NA,2,500000
Canada,NA,NA,NA
China,NA,17,NA
China,NA,41,1030000
China,NA,NA,19857
China,NA,1,315000
China,NA,11,59000
China,Heavy rains,16,281000
China,Heavy rains,54,139000
China,Heavy rains,23,NA
China,Heavy rain,31,NA
China,NA,23,NA
China,NA,3,35000
China,NA,NA,NA
Cameroon,NA,109,NA
Colombia,Heavy rains,30,NA
Cabo Verde,NA,6,NA
Czech Republic (the),NA,2,NA
Germany,NA,1,50000
Germany,NA,14,NA
Dominican Republic (the),NA,25,NA
Algeria,Heavy rains,15,NA
Ecuador,"Poor rainy season, El NIno",NA,1700
Ethiopia,NA,135,NA
France,NA,2,NA
France,NA,NA,NA
United Kingdom of Great Britain and Northern Ireland (the),Heavy rains,3,484000
United Kingdom of Great Britain and Northern Ireland (the),NA,3,NA
Georgia,NA,NA,NA
Ghana,Heavy rains and Dam Release,24,NA
Guinea,Heavy rains,2,NA
Gambia (the),NA,NA,NA
Gambia (the),NA,5,NA
Greece,NA,NA,NA
Greece,NA,NA,NA
Hong Kong,NA,NA,NA
Honduras,NA,7,NA
Indonesia,NA,2,2430
Indonesia,Heavy torrential rains,38,NA
Indonesia,Heavy rains,NA,NA
Indonesia,NA,6,NA
Indonesia,Heavy rains,14,NA
India,NA,35,NA
India,Torrential rain,11,NA
India,Monsoon rain,992,220000
India,Torrential rains,355,2150000
India,Heavy rains,52,NA
India,Torrential rain,45,NA
India,NA,10,NA
India,NA,20,300000
India,NA,100,NA
India,NA,311,NA
India,NA,NA,NA
Ireland,Heavy rains,NA,NA
Iran (Islamic Republic of),NA,NA,NA
China,NA,29,62251
China,NA,75,298285
Guatemala,NA,NA,NA
China,NA,30,90000
Australia,NA,NA,1330000
Indonesia,NA,322,NA
Afghanistan,NA,11,NA
Afghanistan,Heavy rains,65,NA
Australia,Heavy rains,NA,NA
Azerbaijan,Heavy rains,3,NA
Belgium,Heavy rains,3,238146
Bosnia and Herzegovina,NA,3,NA
Brazil,Heavy rains,256,200000
Brazil,Heavy rains,72,602000
China,NA,8,NA
China,Heavy monsoonal rains,1691,18000000
Côte d’Ivoire,Heavy Rain,8,NA
Costa Rica,Heavy rains,3,NA
Costa Rica,"Heavy rains, system of low pressure in combination with Tropical Storm Tomas",24,NA
Czech Republic (the),Heavy rains,1,190000
Dominican Republic (the),NA,NA,NA
Ecuador,Heavy rains,12,NA
France,Torrential rain,25,1500000
Guatemala,Heavy rains,NA,NA
Guatemala,NA,174,650000
Honduras,Heavy rains,5,NA
Haiti,Heavy rains,4,NA
Haiti,Heavy rains,27,NA
Indonesia,NA,17,NA
Indonesia,Torrential rains,291,78000
Indonesia,Heavy rains,44,NA
Indonesia,Heavy rain,21,NA
India,Heavy rains,196,NA
India,Monsoonal rains,200,1680000
Chile,NA,562,30000000
Indonesia,NA,530,NA
Burkina Faso,Heavy rains,16,176
Brazil,Heavy rains,35,NA
Australia,NA,NA,1390000
Bangladesh,NA,15,NA
